Date,HM_total_sales_in_million
2016-01-01,0.10482499247685191
2016-02-01,0.2018606452546298
2016-03-01,-0.06889409085648109
2016-04-01,0.029806568865740662
2016-05-01,0.1717387563657408
2016-06-01,-0.03633882696759268
2016-07-01,-0.03763291030092504
2016-08-01,0.2736573258101848
2016-09-01,0.08820540914351879
2016-10-01,-0.40618639641203735
2016-11-01,-0.0718022297453705
2016-12-01,-0.24923924363425995
